url,programme_outline
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Building Materials
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Construction Technology
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Technical Drawing
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Building Information Modeling and IT
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Building Science & Services
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Site Surveying
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Structural Studies
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Measurement of Civil Engineering Works
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Estimating
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Introduction to Measurement of Building Quantities
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Construction Law
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Introduction to Economics
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Principles of Building Economics
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Principles of Development Economics
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Principles of Management
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Introduction to Law
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Quantity Surveying Practices
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Integrated Project
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Practical Training in Industry
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Project Planning Technique
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Measurement I
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Measurement II
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,Measurement III
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,"LANGUAGE, MATA PELAJARAN PENGAJIAN UMUM (MPU) AND CO-CURRICULAR COURSES:"
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,"English for Tertiary Studies, Academic English, Professional"
https://fobe.tarc.edu.my/programmes/diploma/diploma-in-quantity-surveying,"English, Penghayatan Etika dan Peradaban/Bahasa Komunikasi 1, Civic Consciousness and Volunteerism/Bahasa Kebangsaan A, Integrity and Anti-Corruption,Co-curricular."
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Introduction to Information Technology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Introduction to Hospitality Industry
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Catering Service
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Food Hygiene and Safety
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Legal Aspects in Hospitality
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Baking and Pastry
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Food and Beverage Cost Control
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Catering Operations and Management
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Food and Beverage Menu Planning and Development
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Commercial Food Preparation and Production
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Hospitality Organisational Behaviour
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Managing Guest Service
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Hospitality Professional Development
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Fundamental Cookery
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Statistical Analysis for Business
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Cultural Food Habits
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Hospitality Retail Management
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Procurement Management
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Room Division Management
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Festival and Special Event Management
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Integrated Marketing Communication for Hospitality Catering
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Strategic Management in Event and Hospitality
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Hospitality and Catering Entrepreneurship
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Resort Management
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Entrepreneurship
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Financial Accounting for Hospitality and Catering
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Research Methodology for Hospitality and Catering
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Hospitality and Catering Industry Project
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Hospitality and Catering Internship
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,"English for Tertiary Studies, Bahasa Kebangsaan A, Falsafah dan Isu Semasa, Academic English,"
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,Integrity and Anti-Corruption
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-hospitality-and-catering-management-honours,", Penghayatan Etika dan Peradaban, English for Career Preparation, Foreign Language I, Foreign Language II, Co-curricular courses."
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Problem Solving and Programming
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Computer Game Studies
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Database Management
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Computer Organisation and Architecture
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Object-Oriented Programming
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Object-Oriented Analysis and Design
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Operating Systems
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Data Structures and Algorithms
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Software Engineering
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Graphics Programming
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Computer Game Programming
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Social and Professional Issues
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Artificial Intelligence
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Fundamentals of Computer Networks
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Human Computer Interaction
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Discrete Mathematics
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Probability and Statistics
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Mathematics for Games Technology
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Systems Analysis and Design
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,3D Game Development
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Virtual Reality
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Computer Games Technology
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Computer Game Design
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Software Development Fundamentals
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Mobile Application Development
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Parallel and Distributed Computing
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Information Assurance and Security
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Project I
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Project II
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Industrial Training (
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,months)
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,"English for Tertiary Studies, Falsafah dan Isu Semasa, Academic English, Penghayatan Etika dan Peradaban, English for Career Preparation, Entrepreneurship"
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,"Bahasa Kebangsaan A,"
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,Integrity and Anti Corruption
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-computer-science-honours-in-interactive-software-techno-rst,", Co-curricular"
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,IT Fundamentals and Applications
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Business Communication
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Quantitative Methods
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Economics
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Principles of Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Principles of Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Principles of Marketing
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Organisational Behaviour
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Commercial Law
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Human Resource Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Organisation Psychology
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Occupational Safety & Health
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Training & Development
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Organisational Development & Change
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Management Information Systems
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Business Research
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Industrial Training
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Performance Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Human Resource Information Systems
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Strategic Planning & Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Principles of Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Strategic Compensation & Benefit
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Industrial Relations & Labour Law
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,International Human Resource Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Entrepreneurship
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Law of Employment
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Operation Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,HR Planning
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Global Business Services
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Electives
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,Compulsory Courses:
https://fafb.tarc.edu.my/programmes/bachelors-degree/human-resource-management,"English for Tertiary Studies, Academic English,  English for Career Preparation, Falsafah dan Isu Semasa, Penghayatan Etika dan Peradaban, Integrity & Anti-Corruption, Service Learning/Bahasa Kebangsaan A and Co-curricular."
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Engineering Mathematics/ Applied Engineering Mathematics/ Advanced Engineering Mathematics/ Engineering Statistics
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Engineering Drawing and CADD
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Engineering Materials/ Strength of Materials/ Mechanics of Solids / Materials Application and Selection
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Thermodynamics/ Applied Thermodynamics/ Heat Transfer
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Fluid Mechanics/ Applied Fluid Mechanics/ Computational Fluid Dynamics
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Statics/ Dynamics/ Dynamics of Mechanical Systems
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Vibration And Acoustics
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Theory Of Machines/ Electrical Machines
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,CNC And Workshop Technology
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Design Of Manufacturing Systems/ Manufacturing Technology/ Manufacturing and Operations Management
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Engineering Design
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Finite Element Analysis
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Programming For Engineers/ Engineering Data Science
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Electric Circuits
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Digital Electronics and Microprocessors
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Control Systems Engineering/ Design of Control Systems
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Measurement And Instrumentation
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Artificial Intelligence
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Industrial Control and Automation/ Automation and Production Systems / Advances In Industrial Revolution 4.0
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Quality And Reliability Engineering
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Project Management and Finance
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Engineer And Society
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Capstone Project
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Industrial Training
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Project And Dissertation
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-Curricular Courses:"
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,*English For Tertiary Studies/Academic English/English For Career Preparation/ Entrepreneurship/Contemporary Malaysian Issues/Penghayatan Etika Dan Peradaban/ Bahasa Melayu Komunikasi 2/Falsafah Dan Isu Semasa/ Philosophy and Contemporary Issues/Bahasa Kebangsaan A/Co-Curricular*
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-mechanical-engineering-with-honours,Total Credit: 142
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Introduction to Mass Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Media Writing (Print & Electronic)
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Fundamental of Media Planning
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Introduction to Human Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Print Production
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Introduction to Film
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Malaysia: Religious & Cultural Practices
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Rhetoric
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Communication Theories
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Communication Research Methods
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Media Audiences OR Visual Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Electronic Media Production
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Media Management
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Content Editing
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Theory of Film
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Statistical Analysis for Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Industrial Attachment
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Politics & the Media
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Online Business & Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Media Studies Project I
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Writing Strategy OR Broadcast Journalism
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Documentary Production OR Comparative Media System
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Media Studies Project II
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Seminar on Issues in Media Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,Media Literacy
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fcci.tarc.edu.my/programmes/bachelor-degree/media-studies,"Bahasa Kebangsaan A, English for Tertiary Studies, Academic English, English for Career Preparation, Tamadun Islam dan Asia, Contemporary Malaysian Issues, Hubungan Etnik, Critical Thinking, Co-curricular"
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Introduction to Mass Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Introduction to Journalism
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Media in Malaysia
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Media Law
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Digital Storytelling
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Photojournalism
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,News Subediting
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Chinese Creative Writing OR Creative Writing
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Interviewing for Journalism
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Local News Reporting
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Persuasive Writing for Media
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Online Journalism
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Communication Theories
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Television Production
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Communication Research Methods
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Statistical Analysis for Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Media Management and Competition
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Sports Journalism
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Industrial Attachment
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Mobile Journalism
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Broadcast Journalism
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Journalism Research
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Journalism Ethics and Issues
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Feature Writing
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Final Year Applied Journalism Project
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,Global Journalism OR Citizen Journalism OR War and Conflict Reporting
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,PR Practices in Malaysia OR Intercultural Communication OR Music Journalism
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fcci.tarc.edu.my/programmes/bachelor-degree/journalism,"English for Tertiary Studies, Academic English, English for Career Preparation, Tamadun Islam dan Asia,  Contemporary Malaysian Issues, Hubungan Etnik, Critical Thinking or MPU-3213 Bahasa Kebangsaan A, Co-curricular"
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,IT Fundamentals and Applications
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Economics
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Principles of Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Principles of Marketing
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Marketing of Financial  Services
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Business Organisation & Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Financial Mathematics
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Principles of Investment
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Investment Industry Law
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Money & Capital Markets
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Financial Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Principles of Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Investment & Financial Analysis
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Business Analytics for Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Corporate Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Forex & Derivatives
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Personal Financial Planning
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Industrial Training
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Corporate Governance & Ethics
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Equity Analysis
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Corporate Treasury Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Financial Markets & Regulations
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Financial Statement Analysis
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Risk Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Entrepreneurship
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Portfolio Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Case Study in Finance & Investment
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,International Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Artificial Intelligence and Fintech in Financial Services
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Electives
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,Compulsory Courses:
https://fafb.tarc.edu.my/programmes/bachelors-degree/finance-and-investment,"English for Tertiary Studies, Academic English,  English for Career Preparation, Falsafah dan Isu Semasa, Penghayatan Etika dan Peradaban, Integrity & Anti-Corruption, Service Learning/Bahasa Kebangsaan A and Co-curricular."
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-gastropreneurship-honours,Culinary Skill
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-gastropreneurship-honours,Food and Beverage Service
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-gastropreneurship-honours,Legal Aspect for Hospitality
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-gastropreneurship-honours,Kitchen Operation Management
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-gastropreneurship-honours,Patisserie
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-gastropreneurship-honours,Introduction to Information Technology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-gastropreneurship-honours,Food and Beverage Cost Control
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-gastropreneurship-honours,Food Artistry
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-gastropreneurship-honours,Research Methodology for
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-gastropreneurship-honours,Hospitality and Tourism Management
