url,programme_outline
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Visual Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Corporate Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Statistics for Communication Research-Statistics
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Law and Ethics in Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Social Psychology for New Media
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Crisis Communication
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Social Media Analytics
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Communication Project
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Research Project I
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Entrepreneurship and the Communication Industry
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Research Project II
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Internship
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,"English for Tertiary Studies, Academic English, English for Career Preparation, Hubungan Etnik, Critical Thinking,Tamadun Islam dan Asia, Bahasa Kebangsaan A, Contemporary Malaysian Issues,"
https://fcci.tarc.edu.my/programmes/bachelor-degree/communication-studies,Co-curricular.
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Problem Solving and Programming
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Database Management
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Business and Information Systems
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Introduction to Computer Security
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Systems Analysis and Design
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Fundamentals of Computer Networks
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Operating Systems
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Computer Organisation and Architecture
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Object-Oriented Programming
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Information Technology Infrastructure
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Business Process Management
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Social and Professional Issues
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Advanced Database Management
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Web Programming
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Information Systems Implementation
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,IS Strategy and Management
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Database Administration
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Software Project Management
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Project I
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Project II
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Industrial Training (
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,months)
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Specialisation:
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,IT Fundamentals
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Web Design and Development
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Enterprise Systems
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Object-Oriented Analysis and Design
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Artificial Intelligence
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Enterprise Resource Planning
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Data Warehouse Technology
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Business Intelligence
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Free Electives (Choose 1):
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Music Appreciation
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Principles of Accounting
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Business Organisation and Management
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,"English for Tertiary Studies, Falsafah dan Isu Semasa, Academic English, Penghayatan Etika dan Peradaban, English for Career Preparation, Entrepreneurship"
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,"Bahasa Kebangsaan A,"
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,Integrity and Anti Corruption
https://focs.tarc.edu.my/programmes/bachelor-degree/bachelor-of-information-systems-honours-in-enterprise-information-s-rei,", Co-curricular"
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Creativity in Early Childhood
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,English Language
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Introduction to Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Child Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Language and Literacy for Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Family and Community Relations in Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Teaching English to Young Learners
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Mathematics in Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Curriculum Development: The Malaysian Perspective
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Science in Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Assessment in Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Managing Behaviour in Young Children
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Social Studies for Early Childhood
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Micro Teaching I
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Cognitive Development
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Learning Through Play in Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Planning and Administering Early Childhood Programmes
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,"Safety, Health and Nutrition"
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,in Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Quality Physical Environment in Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Early Childhood Education Curriculum
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Technology and ICT in Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,The Effective Practitioner in ECE
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Micro Teaching II
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Final Project I
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Social Skills and Moral Development of Young Children
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Research and Analysis in Early Childhood Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Childhood Literature: Folktales
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Final Project II
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Specialised Teaching
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Planning the Teaching of Music OR Characteristics & Development of Children with Special Needs
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,History for Early Childhood OR Living Skills for Special Education
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Practicum I
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Practicum II
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,"English for Tertiary Studies,"
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Service Learning
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,", Entrepreneurship OR Bahasa Kebangsaan A, Falsafah dan Isu Semasa, Academic English,"
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,Integrity and Anti-Corruption
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-early-childhood-education-honours,", Penghayatan Etika dan Peradaban, English for Career Preparation, Co-curricular courses."
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Credit :142
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Subject list
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Basic Electronics
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Analogue System Design
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Electric Circuits
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Engineering Mathematics
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Applied Engineering Mathematics
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Advanced Engineering Mathematics
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Digital Logic Principles
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Engineering Drawing and CADD
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Analogue Electronics
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Microprocessor Systems
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Electrical Technology
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Programming for Engineers
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Project Management and Finance
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Circuits Analysis
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Electrical Machines
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Digital System Design
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Further Engineering Mathematics
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Electrical Power Systems
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Electromagnetic Fields and Waves
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Engineers and the World
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Control Systems Engineering
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Digital Signal Processing
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Power Electronics and Drives
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Power System Analysis
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Electrical Energy Utilisation
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Communication Systems Principles
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Artificial Intelligence
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Data Engineering and Analytics
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Renewable Energy
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Project I
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Project II
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Capstone Project
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Industrial Training
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Computer Architecture / Design of Control Systems
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Computer Vision/ Embedded Systems /Microelectronics/ Power Transmission and Distribution/ High Voltage Engineering
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,Multimedia Technology and Applications/ Integrated Circuit Technology / Power System Protection/ Power Quality
https://foet.tarc.edu.my/programmes/bachelor-degree/bachelor-of-electrical-and-electronics-engineering-with-honours,"English for Tertiary Studies, Academic English, English for Career Preparation, Entrepreneurship/Bahasa Kebangsaan A, Penghayatan Etika dan Peradaban, Integrity and Anti-Corruption, Falsafah dan Isu Semasa, Co-curricular"
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Business Communication
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Quantitative Methods
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Economics
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Principles of Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Principles of Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Principles of Marketing
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Organisation Behaviour
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Commercial Law
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,IT Fundamentals and Applications
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Business Ethics
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Global Business
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Principles of Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Human Resource Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Industrial Training
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Sourcing M
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,anagement
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,International Human Resource Ma
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,nagement
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Entrepreneurship
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Operation Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Cross Cultural
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Business Research
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Strategic Planning &
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Global Economics
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Export and Import  Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,International
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Marketing
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Global Business Strategy
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,International Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,hallenges of Business in Emerging Markets
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Negotiation and Dispute Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,anagement Information Systems
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Research Project on International Business Issues
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Electives
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,Compulsory Courses:
https://fafb.tarc.edu.my/programmes/bachelors-degree/international-business-management,"English for Tertiary Studies, Academic English,  English for Career Preparation, Falsafah dan Isu Semasa, Penghayatan Etika dan Peradaban, Integrity & Anti-Corruption, Service Learning/Bahasa Kebangsaan A and Co-curricular."
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Principles of Management
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Accounting & Financial Management
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Project Planning and Programming
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Management of Building Production
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Site Management
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Construction Health and Safety Management
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Digital Transformation with Building Information Modeling
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Digital Integration with Building Information Modeling
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Project Management
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Principles of Economics
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Construction Economics
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Advanced Construction Economics
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Advanced Building Construction Technology
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Building Construction Technology for Architectural Works
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,*Facilities Management
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,*Risk Management
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,*Value Management
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,*Human Resource Management
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,*Building Maintenance Technology
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,*International Construction
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Building Construction Technology for Structural Works
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Construction Materials
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Civil Engineering Construction Technology
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Structural Studies
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Site Surveying
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Prices Analysis for Construction Works
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Measurement & Contract Documentation
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Environmental Science & Building Services
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Mechanical & Electrical Services
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Principles of Law
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Land Development Law
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,"Building By-Laws, Acts & Contracts"
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Procurement Strategy
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Contract Administration
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Integrated Projects
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Research Methodology
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Project & Dissertation
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,Industrial Training
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,* Elective Course
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-Curricular Courses:"
https://fobe.tarc.edu.my/programmes/bachelors-degree/bachelor-of-construction-management-and-economics-honours,"English for Tertiary Studies, Academic English, English for Career Preparation, Falsafah dan Isu Semasa/Philosophy and Contemporary Issues, Penghayatan Etika dan Peradaban/Introduction to Leadership/Bahasa Melayu Komunikasi 2, Bahasa Kebangsaan A/Entrepreneurship, Integrity and Anti-Corruption/Service Learning, Co-curricular"
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Introduction to Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Industrial & Organisational Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Introduction to Counselling
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Lifespan Developmental Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Counselling Skills and Methods
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Leadership Skills
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Social Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Statistical Techniques for Psychology I
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Theories of Personality
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Health Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Music and Our Life OR Introduction to Academic Writing OR Globalisation & Communication OR Socio-Cultural Communication
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Research Methods in Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Statistical Techniques for Psychology II
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Abnormal Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Cognitive Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Professional & Research Ethics in Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Principles of Management in Psychology OR Organisation Behaviour
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Psychology Project I
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Testing and Measurement
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Disorders of Childhood & Adolescence
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Physiological Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Cross Cultural Psychology
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Psychology Project II
https://fssh.tarc.edu.my/programmes/bachelor-degree/bachelor-of-social-science-honours-in-psychology,Positive Psychology OR Educational Psychology
